Crop,State,Soil_Type,Season,Crop_Water_Requirement_mm,Rainfall_mm,Effective_Rainfall_mm,Irrigation_Efficiency,Net_Irrigation_Requirement_mm,Recommended_Water_mm,Potential_Water_Saving_Percent,Water_Saving_Method,Farm_Area_Hectares,Recommended_Water_m3
Soybean,Tamil Nadu,Black,Kharif,561.37,1142.75,449.09,0.903,101.05,111.85,33.42,Drip Irrigation,83.23,93092.76
Chickpea,Telangana,Black,Rabi,415.47,414.52,332.37,0.829,74.78,90.22,27.67,Drip Irrigation,52.46,47329.41
Lentil,Uttar Pradesh,Alluvial,Rabi,340.24,567.38,272.19,0.879,54.44,61.95,38.41,Alternate Wetting / Controlled Irrigation,67.74,41964.93
Wheat,Punjab,Clay,Rabi,481.7,399.07,232.13,0.712,211.03,296.57,30.53,Alternate Wetting and Drying,18.03,53471.57
Potato,Madhya Pradesh,Sandy,Rabi,494.1,836.71,395.28,0.851,158.11,185.78,43.86,Drip Irrigation,92.28,171437.78
Mustard,Madhya Pradesh,Loamy,Rabi,327.13,450.44,261.7,0.844,65.43,77.54,33.14,Controlled Irrigation,69.66,54014.36
Sugarcane,Gujarat,Black,Kharif,1359.89,1225.62,1005.36,0.841,327.33,389.39,30.99,Drip Irrigation,97.58,379966.76
Banana,Chhattisgarh,Loamy,Kharif,1006.08,1251.98,804.87,0.906,201.22,222.2,34.31,Controlled Irrigation,84.56,187892.32
Soybean,Haryana,Black,Kharif,576.32,750.44,448.14,0.822,116.65,141.95,43.35,Drip Irrigation,87.97,124873.41
Wheat,Gujarat,Loamy,Rabi,470.09,650.16,376.07,0.781,94.02,120.44,34.47,Controlled Irrigation,57.44,69180.74
Chickpea,Chhattisgarh,Black,Rabi,376.34,1030.85,301.07,0.74,67.74,91.51,32.26,Drip Irrigation,65.72,60140.37
Mustard,Tamil Nadu,Loamy,Rabi,362.45,1503.65,289.96,0.786,72.49,92.22,38.5,Controlled Irrigation,67.02,61805.84
Mustard,Tamil Nadu,Loamy,Rabi,480.73,725.01,384.58,0.78,96.15,123.26,28.27,Controlled Irrigation,51.55,63540.53
Maize,Karnataka,Alluvial,Kharif,738.14,1484.39,590.51,0.677,118.1,174.43,31.5,Alternate Wetting / Controlled Irrigation,51.6,90005.88
Carrot,Chhattisgarh,Loamy,Rabi,490.07,304.25,174.24,0.906,315.83,348.65,20.12,Controlled Irrigation,87.17,303918.2
Maize,Madhya Pradesh,Loamy,Kharif,738.44,960.89,590.75,0.801,147.69,184.41,40.35,Controlled Irrigation,49.68,91614.89
Barley,Andhra Pradesh,Alluvial,Rabi,370.14,1225.75,296.11,0.769,59.22,77.05,26.33,Alternate Wetting / Controlled Irrigation,33.75,26004.38
Tomato,Tamil Nadu,Loamy,Kharif,594.35,464.09,294.94,0.746,299.4,401.37,29.74,Controlled Irrigation,49.74,199641.44
Lentil,Assam,Alluvial,Rabi,344.46,1483.61,275.57,0.874,55.11,63.07,26.66,Alternate Wetting / Controlled Irrigation,82.66,52133.66
Cotton,Telangana,Loamy,Kharif,643.33,1408.44,514.67,0.831,128.67,154.87,32.78,Controlled Irrigation,69.96,108347.05
Carrot,Jharkhand,Loamy,Rabi,499.89,762.08,399.91,0.836,99.98,119.54,25.27,Controlled Irrigation,3.79,4530.57
Groundnut,Telangana,Loamy,Kharif,505.84,1076.33,404.67,0.795,101.17,127.32,37.34,Controlled Irrigation,61.48,78276.34
Chickpea,Chhattisgarh,Black,Rabi,491.34,414.56,285.64,0.722,195.87,271.3,11.09,Drip Irrigation,75.38,204505.94
Jute,Madhya Pradesh,Loamy,Kharif,790.98,1388.51,632.79,0.795,158.2,198.93,42.83,Controlled Irrigation,77.33,153832.57
Cabbage,Haryana,Alluvial,Rabi,379.31,751.59,303.45,0.785,60.69,77.35,28.19,Alternate Wetting / Controlled Irrigation,10.37,8021.19
Chickpea,Assam,Black,Rabi,425.59,1726.16,340.47,0.813,76.61,94.24,28.89,Drip Irrigation,71.37,67259.09
Carrot,Chhattisgarh,Loamy,Rabi,373.94,1145.25,299.15,0.677,74.79,110.4,32.05,Controlled Irrigation,12.25,13524.0
Maize,Andhra Pradesh,Sandy,Rabi,504.36,379.29,283.14,0.891,281.74,316.37,24.85,Drip Irrigation,41.5,131293.55
Jute,Telangana,Alluvial,Kharif,845.03,1008.88,600.24,0.863,210.99,244.57,33.69,Alternate Wetting / Controlled Irrigation,80.39,196609.82
Banana,Telangana,Alluvial,Kharif,1159.24,1242.23,810.21,0.651,302.67,465.12,36.82,Alternate Wetting / Controlled Irrigation,50.54,235071.65
Potato,Karnataka,Loamy,Rabi,432.29,923.43,345.83,0.837,86.46,103.29,34.0,Controlled Irrigation,41.02,42369.56
Rice,Gujarat,Loamy,Kharif,1134.85,552.22,421.72,0.898,713.13,794.29,15.63,Controlled Irrigation,43.06,342021.27
Wheat,Uttarakhand,Loamy,Rabi,594.45,1313.67,475.56,0.913,118.89,130.17,38.59,Controlled Irrigation,64.19,83556.12
Onion,Uttar Pradesh,Red,Rabi,485.14,1602.33,388.11,0.743,121.28,163.16,25.54,Drip or Sprinkler Irrigation,9.4,15337.04
Soybean,Gujarat,Red,Kharif,674.14,1604.34,539.31,0.771,168.53,218.47,43.44,Drip or Sprinkler Irrigation,67.84,148210.05
Chickpea,Jharkhand,Red,Rabi,356.02,828.3,284.82,0.68,89.01,130.84,30.37,Drip or Sprinkler Irrigation,96.52,126286.77
Carrot,Telangana,Sandy,Rabi,419.42,522.95,335.53,0.821,134.21,163.51,43.99,Drip Irrigation,25.44,41596.94
Banana,Madhya Pradesh,Alluvial,Kharif,1397.98,1080.61,895.11,0.869,446.95,514.27,14.22,Alternate Wetting / Controlled Irrigation,30.45,156595.22
Wheat,Uttarakhand,Clay,Rabi,487.16,957.54,389.72,0.856,58.46,68.29,28.29,Alternate Wetting and Drying,84.75,57875.78
Pigeonpea,Haryana,Black,Kharif,551.77,514.22,314.08,0.711,226.65,318.82,32.7,Drip Irrigation,75.28,240007.7
Tomato,Bihar,Red,Kharif,515.19,541.95,386.34,0.8,154.61,193.19,33.76,Drip or Sprinkler Irrigation,63.6,122868.84
Maize,Jharkhand,Loamy,Kharif,593.37,1385.22,474.7,0.917,118.67,129.46,30.78,Controlled Irrigation,32.42,41970.93
Onion,Bihar,Loamy,Kharif,380.3,1129.94,304.24,0.788,76.06,96.52,31.67,Controlled Irrigation,31.25,30162.5
Rice,Andhra Pradesh,Clay,Kharif,1370.52,499.62,347.85,0.69,913.03,1323.02,21.49,Alternate Wetting and Drying,63.59,841308.42
Sugarcane,Gujarat,Alluvial,Kharif,1416.91,1602.66,1003.85,0.909,356.38,392.0,25.7,Alternate Wetting / Controlled Irrigation,90.17,353466.4
Millet,Haryana,Loamy,Kharif,454.4,1030.74,363.52,0.77,90.88,118.06,40.95,Controlled Irrigation,49.58,58534.15
Potato,Tamil Nadu,Sandy,Rabi,490.31,1435.57,392.25,0.862,156.9,181.96,32.83,Drip Irrigation,97.41,177247.24
Onion,Kerala,Loamy,Kharif,387.77,678.35,310.22,0.845,77.55,91.78,41.27,Controlled Irrigation,51.63,47386.01
Maize,Madhya Pradesh,Loamy,Kharif,522.6,1626.79,418.08,0.69,104.52,151.5,35.35,Controlled Irrigation,38.44,58236.6
Maize,Himachal Pradesh,Sandy,Kharif,680.57,1053.36,544.46,0.67,217.78,325.11,40.49,Drip Irrigation,87.69,285088.96
Lentil,Assam,Alluvial,Rabi,410.61,798.77,328.49,0.727,65.7,90.33,29.37,Alternate Wetting / Controlled Irrigation,56.76,51271.31
Potato,Maharashtra,Alluvial,Rabi,428.81,259.12,178.84,0.706,232.81,329.94,20.75,Alternate Wetting / Controlled Irrigation,42.45,140059.53
Onion,West Bengal,Red,Rabi,393.61,280.29,186.77,0.721,226.52,313.99,24.19,Drip or Sprinkler Irrigation,1.33,4176.07
Soybean,Tamil Nadu,Red,Kharif,600.74,563.42,474.43,0.864,156.34,180.87,32.99,Drip or Sprinkler Irrigation,44.52,80523.32
Potato,Assam,Alluvial,Rabi,492.06,812.39,393.65,0.863,78.73,91.2,43.77,Alternate Wetting / Controlled Irrigation,1.3,1185.6
Millet,Chhattisgarh,Sandy,Kharif,334.14,1056.98,267.31,0.916,106.92,116.73,30.51,Drip Irrigation,96.61,112772.85
Barley,Chhattisgarh,Loamy,Rabi,492.36,908.26,393.89,0.839,98.47,117.4,31.04,Controlled Irrigation,80.74,94788.76
Pigeonpea,Karnataka,Red,Kharif,634.88,810.43,491.77,0.704,174.86,248.47,40.27,Drip or Sprinkler Irrigation,86.24,214280.53
Sugarcane,Haryana,Alluvial,Kharif,1785.76,1621.14,951.89,0.742,762.44,1028.1,42.04,Alternate Wetting / Controlled Irrigation,68.46,703837.26
Barley,Tamil Nadu,Loamy,Rabi,404.69,1097.49,323.75,0.85,80.94,95.19,33.75,Controlled Irrigation,32.62,31050.98
Jute,Bihar,Loamy,Kharif,742.55,475.25,399.03,0.678,343.51,506.38,18.45,Controlled Irrigation,49.16,248936.41
Tomato,Maharashtra,Alluvial,Kharif,556.74,1762.56,445.39,0.875,89.08,101.75,41.62,Alternate Wetting / Controlled Irrigation,31.07,31613.72
Millet,Haryana,Red,Kharif,348.66,1440.12,278.92,0.904,87.16,96.47,37.91,Drip or Sprinkler Irrigation,93.05,89765.34
Jute,Karnataka,Loamy,Kharif,612.47,368.59,232.87,0.84,379.6,451.86,31.48,Controlled Irrigation,14.05,63486.33
Sugarcane,Uttar Pradesh,Alluvial,Kharif,1539.48,1037.98,582.56,0.913,895.34,981.03,30.96,Alternate Wetting / Controlled Irrigation,82.03,804738.91
Onion,Kerala,Sandy,Kharif,508.6,835.41,406.88,0.7,162.75,232.56,37.57,Drip Irrigation,44.42,103303.15
Tomato,Gujarat,Red,Rabi,597.11,445.32,281.02,0.687,345.94,503.85,22.57,Drip or Sprinkler Irrigation,91.08,458906.58
Wheat,Andhra Pradesh,Alluvial,Rabi,466.48,1505.14,373.19,0.9,74.64,82.95,37.59,Alternate Wetting / Controlled Irrigation,18.88,15660.96
Groundnut,Haryana,Sandy,Kharif,574.4,1123.18,459.52,0.731,183.81,251.45,29.59,Drip Irrigation,1.8,4526.1
Soybean,Odisha,Black,Kharif,563.85,738.09,451.08,0.729,101.49,139.13,30.86,Drip Irrigation,71.32,99227.52
Groundnut,Madhya Pradesh,Loamy,Kharif,416.96,703.88,333.57,0.743,83.39,112.28,26.02,Controlled Irrigation,54.62,61327.34
Lentil,Chhattisgarh,Alluvial,Rabi,342.84,708.88,274.27,0.743,54.85,73.82,33.46,Alternate Wetting / Controlled Irrigation,27.68,20433.38
Lentil,West Bengal,Alluvial,Rabi,363.34,900.44,290.67,0.908,58.13,64.03,40.21,Alternate Wetting / Controlled Irrigation,88.55,56698.56
Potato,West Bengal,Sandy,Rabi,453.11,1104.14,362.49,0.677,144.99,214.2,32.84,Drip Irrigation,75.6,161935.2
Barley,Kerala,Loamy,Rabi,360.26,962.62,288.21,0.83,72.05,86.79,28.9,Controlled Irrigation,97.04,84221.02
Mustard,Kerala,Black,Rabi,342.31,958.88,273.85,0.674,61.62,91.39,35.28,Drip Irrigation,0.51,466.09
Cotton,Himachal Pradesh,Loamy,Kharif,749.81,1399.28,599.85,0.866,149.96,173.07,41.79,Controlled Irrigation,3.59,6213.21
Banana,Bihar,Loamy,Kharif,1188.03,613.48,413.1,0.743,774.93,1042.84,27.85,Controlled Irrigation,53.59,558857.96
Mustard,Rajasthan,Loamy,Rabi,413.59,1504.42,330.87,0.825,82.72,100.21,44.52,Controlled Irrigation,39.46,39542.87
Potato,Rajasthan,Sandy,Rabi,421.43,589.89,337.14,0.822,134.86,164.05,32.69,Drip Irrigation,23.72,38912.66
Soybean,Odisha,Red,Kharif,550.45,758.84,440.36,0.872,137.61,157.82,29.24,Drip or Sprinkler Irrigation,89.37,141043.73
Cotton,Rajasthan,Alluvial,Kharif,787.37,1308.83,629.9,0.675,125.98,186.5,25.22,Alternate Wetting / Controlled Irrigation,15.84,29541.6
Lentil,Madhya Pradesh,Loamy,Rabi,309.83,1618.98,247.86,0.765,61.97,80.96,27.29,Controlled Irrigation,86.54,70062.78
Tomato,Karnataka,Red,Kharif,588.79,1355.38,471.03,0.716,147.2,205.5,30.85,Drip or Sprinkler Irrigation,17.15,35243.25
Maize,Tamil Nadu,Sandy,Rabi,718.5,349.51,200.73,0.859,603.99,703.37,20.79,Drip Irrigation,81.23,571347.45
Barley,Jharkhand,Loamy,Rabi,474.39,1732.83,379.51,0.777,94.88,122.18,36.25,Controlled Irrigation,9.96,12169.13
Mustard,Karnataka,Black,Rabi,407.76,998.45,326.21,0.712,73.4,103.11,38.65,Drip Irrigation,11.1,11445.21
Sugarcane,Telangana,Alluvial,Kharif,1577.25,1658.74,1208.11,0.755,306.05,405.1,28.12,Alternate Wetting / Controlled Irrigation,99.0,401049.0
Carrot,Uttarakhand,Loamy,Rabi,402.69,988.7,322.15,0.801,80.54,100.52,27.98,Controlled Irrigation,84.8,85240.96
Cabbage,Himachal Pradesh,Alluvial,Rabi,549.51,815.66,439.61,0.819,87.92,107.32,26.73,Alternate Wetting / Controlled Irrigation,1.42,1523.94
Cabbage,Kerala,Red,Rabi,466.75,1319.64,373.4,0.711,116.69,164.19,39.91,Drip or Sprinkler Irrigation,61.4,100812.66
Onion,Chhattisgarh,Sandy,Kharif,453.77,1434.83,363.01,0.66,145.21,220.13,40.92,Drip Irrigation,77.55,170710.82
Chickpea,West Bengal,Black,Rabi,421.16,1606.93,336.93,0.837,75.81,90.6,25.03,Drip Irrigation,9.35,8471.1
Carrot,Uttar Pradesh,Loamy,Rabi,319.83,533.91,255.86,0.691,63.97,92.5,35.73,Controlled Irrigation,33.9,31357.5
Banana,West Bengal,Black,Kharif,1079.04,979.69,779.87,0.791,277.59,350.94,33.89,Drip Irrigation,6.7,23512.98
Chickpea,Jharkhand,Loamy,Rabi,416.72,252.92,151.99,0.673,264.74,393.12,10.51,Controlled Irrigation,30.02,118014.62
Barley,Himachal Pradesh,Loamy,Rabi,485.88,1244.14,388.71,0.715,97.18,136.0,40.87,Controlled Irrigation,38.98,53012.8
Pigeonpea,West Bengal,Black,Kharif,614.05,1339.75,491.24,0.792,110.53,139.5,35.79,Drip Irrigation,96.01,133933.95
Millet,Andhra Pradesh,Red,Kharif,495.71,1423.23,396.57,0.659,123.93,188.12,42.39,Drip or Sprinkler Irrigation,90.41,170079.29
Mustard,Punjab,Alluvial,Rabi,430.42,1038.01,344.34,0.768,68.87,89.62,26.34,Alternate Wetting / Controlled Irrigation,2.0,1792.4
Cotton,Jharkhand,Alluvial,Kharif,716.04,1088.0,572.83,0.871,114.57,131.52,33.19,Alternate Wetting / Controlled Irrigation,45.5,59841.6
Lentil,Madhya Pradesh,Alluvial,Rabi,351.19,1479.68,280.95,0.872,56.19,64.43,33.02,Alternate Wetting / Controlled Irrigation,96.47,62155.62
Chickpea,Tamil Nadu,Loamy,Rabi,393.9,731.61,315.12,0.706,78.78,111.51,27.09,Controlled Irrigation,69.85,77889.74
Maize,Uttarakhand,Alluvial,Rabi,589.13,830.58,471.31,0.674,94.26,139.78,36.39,Alternate Wetting / Controlled Irrigation,24.09,33673.0
Banana,Gujarat,Alluvial,Kharif,1378.7,1211.53,882.33,0.652,441.22,676.65,26.66,Alternate Wetting / Controlled Irrigation,9.33,63131.44
Lentil,Gujarat,Loamy,Rabi,406.44,580.47,325.16,0.86,81.29,94.55,35.36,Controlled Irrigation,69.01,65248.96
Maize,Tamil Nadu,Alluvial,Rabi,510.04,529.94,408.03,0.825,81.61,98.89,32.29,Alternate Wetting / Controlled Irrigation,93.75,92709.38
Maize,West Bengal,Sandy,Kharif,624.04,1433.95,499.23,0.773,199.69,258.39,37.62,Drip Irrigation,67.3,173896.47
Cabbage,Punjab,Loamy,Rabi,537.62,1199.57,430.09,0.705,107.52,152.5,41.07,Controlled Irrigation,67.97,103654.25
Maize,Uttarakhand,Alluvial,Kharif,556.45,1760.65,445.16,0.802,89.03,110.97,26.8,Alternate Wetting / Controlled Irrigation,80.91,89785.83
Cabbage,Gujarat,Alluvial,Rabi,443.74,287.14,238.24,0.782,187.75,240.25,29.44,Alternate Wetting / Controlled Irrigation,22.89,54993.23
Rice,Gujarat,Alluvial,Kharif,1232.62,679.72,488.3,0.915,695.01,759.25,19.19,Alternate Wetting / Controlled Irrigation,11.05,83897.12
Barley,Telangana,Alluvial,Rabi,477.03,1023.55,381.62,0.771,76.32,98.94,42.72,Alternate Wetting / Controlled Irrigation,40.79,40357.63
Chickpea,Gujarat,Red,Rabi,371.18,417.96,296.95,0.892,92.8,104.01,35.23,Drip or Sprinkler Irrigation,75.73,78766.77
Cotton,Himachal Pradesh,Loamy,Kharif,831.26,712.64,491.21,0.704,340.04,483.01,42.03,Controlled Irrigation,35.35,170744.04
Millet,Kerala,Red,Kharif,364.03,1074.38,291.23,0.715,91.01,127.21,42.37,Drip or Sprinkler Irrigation,49.36,62790.86
Soybean,Andhra Pradesh,Black,Kharif,616.46,1147.02,493.17,0.759,110.96,146.18,44.82,Drip Irrigation,38.13,55738.43
Cabbage,Uttarakhand,Loamy,Rabi,389.1,257.59,150.1,0.696,239.0,343.49,16.63,Controlled Irrigation,51.54,177034.75
Tomato,Odisha,Loamy,Rabi,581.62,560.89,465.29,0.672,116.32,173.03,35.78,Controlled Irrigation,87.83,151972.25
Lentil,Jharkhand,Alluvial,Rabi,443.63,1723.95,354.9,0.904,70.98,78.5,29.01,Alternate Wetting / Controlled Irrigation,1.82,1428.7
Maize,Haryana,Loamy,Kharif,624.5,312.23,264.77,0.885,359.73,406.5,23.67,Controlled Irrigation,90.21,366703.65
Pigeonpea,Haryana,Red,Kharif,545.78,988.84,436.62,0.857,136.45,159.13,28.14,Drip or Sprinkler Irrigation,16.77,26686.1
Millet,Karnataka,Red,Kharif,375.06,1780.28,300.05,0.869,93.76,107.9,29.91,Drip or Sprinkler Irrigation,13.32,14372.28
Maize,Telangana,Alluvial,Kharif,619.88,1445.13,495.9,0.711,99.18,139.52,40.32,Alternate Wetting / Controlled Irrigation,98.93,138027.14
Wheat,Odisha,Loamy,Rabi,548.56,1428.53,438.85,0.729,109.71,150.53,31.06,Controlled Irrigation,56.98,85771.99
Wheat,Uttar Pradesh,Alluvial,Rabi,527.49,488.26,319.26,0.748,187.14,250.35,30.5,Alternate Wetting / Controlled Irrigation,34.89,87347.12
Banana,Tamil Nadu,Loamy,Kharif,1067.57,1473.14,854.05,0.768,213.51,278.1,43.99,Controlled Irrigation,81.84,227597.04
Sugarcane,Andhra Pradesh,Alluvial,Kharif,1501.48,866.1,610.64,0.737,830.78,1127.19,29.84,Alternate Wetting / Controlled Irrigation,50.34,567427.45
Carrot,Jharkhand,Loamy,Rabi,428.2,530.08,342.56,0.839,85.64,102.12,37.17,Controlled Irrigation,94.54,96544.25
Potato,Chhattisgarh,Loamy,Rabi,565.61,717.86,452.49,0.681,113.12,166.17,34.91,Controlled Irrigation,98.56,163777.15
Potato,Maharashtra,Loamy,Rabi,556.32,465.84,262.94,0.855,293.38,343.0,18.29,Controlled Irrigation,26.17,89763.1
Carrot,Telangana,Loamy,Rabi,374.16,588.15,299.33,0.76,74.83,98.44,32.12,Controlled Irrigation,94.35,92878.14
Groundnut,Gujarat,Sandy,Kharif,553.28,1284.3,442.63,0.783,177.05,226.12,28.31,Drip Irrigation,7.0,15828.4
Lentil,Odisha,Loamy,Rabi,387.69,1421.14,310.15,0.912,77.54,85.06,34.02,Controlled Irrigation,61.23,52082.24
Jute,Bihar,Loamy,Kharif,787.56,1273.91,630.05,0.845,157.51,186.49,35.43,Controlled Irrigation,45.87,85542.96
Maize,Himachal Pradesh,Alluvial,Kharif,528.59,1547.78,422.87,0.902,84.57,93.79,44.76,Alternate Wetting / Controlled Irrigation,64.42,60419.52
Barley,Karnataka,Loamy,Rabi,433.71,536.5,346.97,0.84,86.74,103.29,37.97,Controlled Irrigation,26.07,26927.7
Carrot,Gujarat,Sandy,Rabi,416.61,1412.83,333.29,0.772,133.32,172.73,32.81,Drip Irrigation,87.51,151156.02
Mustard,Assam,Black,Rabi,407.16,481.1,325.73,0.844,73.29,86.81,32.59,Drip Irrigation,55.14,47867.03
Cabbage,Kerala,Alluvial,Rabi,459.51,1728.02,367.61,0.766,73.52,96.03,30.25,Alternate Wetting / Controlled Irrigation,97.6,93725.28
Wheat,Himachal Pradesh,Clay,Rabi,489.71,329.39,190.21,0.73,260.33,356.86,19.47,Alternate Wetting and Drying,65.62,234171.53
Sugarcane,Uttarakhand,Black,Kharif,1750.04,1091.74,712.81,0.896,1002.23,1118.68,16.71,Drip Irrigation,36.28,405857.1
Maize,Tamil Nadu,Loamy,Rabi,726.22,1733.58,580.98,0.738,145.24,196.74,44.72,Controlled Irrigation,29.29,57625.15
Lentil,Karnataka,Alluvial,Rabi,377.93,980.57,302.34,0.865,60.47,69.93,31.77,Alternate Wetting / Controlled Irrigation,50.17,35083.88
Sugarcane,Haryana,Alluvial,Kharif,1777.44,466.59,257.97,0.708,1448.37,2044.47,12.51,Alternate Wetting / Controlled Irrigation,41.56,849681.73
Millet,Haryana,Sandy,Kharif,338.47,1527.4,270.78,0.871,108.31,124.36,32.47,Drip Irrigation,54.85,68211.46
Soybean,West Bengal,Black,Kharif,748.7,1124.28,598.96,0.835,134.77,161.46,42.84,Drip Irrigation,18.29,29531.03
Groundnut,West Bengal,Red,Kharif,548.57,827.88,438.86,0.893,137.14,153.64,35.46,Drip or Sprinkler Irrigation,5.79,8895.76
Maize,Assam,Loamy,Rabi,538.58,757.64,430.87,0.858,107.72,125.54,39.37,Controlled Irrigation,93.24,117053.5
Cotton,Andhra Pradesh,Black,Kharif,792.0,1409.29,633.6,0.832,142.56,171.32,25.34,Drip Irrigation,41.95,71868.74
Rice,Haryana,Clay,Kharif,1394.79,944.37,675.83,0.682,607.37,889.97,25.37,Alternate Wetting and Drying,34.19,304280.74
Maize,Bihar,Loamy,Kharif,626.94,1503.85,501.55,0.77,125.39,162.78,29.1,Controlled Irrigation,19.91,32409.5
Mustard,Maharashtra,Loamy,Rabi,389.64,1379.82,311.71,0.897,77.93,86.89,31.36,Controlled Irrigation,85.79,74542.93
Barley,Himachal Pradesh,Alluvial,Rabi,394.09,1147.64,315.27,0.847,63.05,74.41,42.47,Alternate Wetting / Controlled Irrigation,66.93,49802.61
Carrot,Uttarakhand,Loamy,Rabi,340.13,1695.47,272.1,0.803,68.03,84.77,41.4,Controlled Irrigation,35.39,30000.1
Maize,Karnataka,Loamy,Rabi,689.78,705.0,528.46,0.673,161.32,239.69,43.2,Controlled Irrigation,51.74,124015.61
Rice,Telangana,Loamy,Kharif,1167.05,769.72,543.07,0.877,623.98,711.88,19.96,Controlled Irrigation,46.69,332376.77
Mustard,Karnataka,Loamy,Rabi,457.47,641.75,365.98,0.839,91.49,109.02,27.92,Controlled Irrigation,2.99,3259.7
Wheat,Haryana,Clay,Rabi,450.3,1530.0,360.24,0.711,54.04,76.0,35.97,Alternate Wetting and Drying,41.72,31707.2
Banana,Odisha,Alluvial,Kharif,1108.34,1277.8,886.67,0.826,177.33,214.79,29.43,Alternate Wetting / Controlled Irrigation,64.38,138281.8
Cotton,Andhra Pradesh,Alluvial,Kharif,834.41,1027.62,625.6,0.761,175.44,230.43,26.53,Alternate Wetting / Controlled Irrigation,39.87,91872.44
Wheat,Uttarakhand,Loamy,Rabi,646.02,1151.15,516.81,0.838,129.2,154.17,30.75,Controlled Irrigation,93.9,144765.63
Groundnut,Maharashtra,Sandy,Kharif,406.22,859.32,324.97,0.684,129.99,190.16,38.57,Drip Irrigation,40.17,76387.27
Rice,Madhya Pradesh,Alluvial,Kharif,1162.65,1631.12,930.12,0.915,186.02,203.34,28.75,Alternate Wetting / Controlled Irrigation,97.33,197910.82
Jute,Tamil Nadu,Loamy,Kharif,633.43,604.86,488.64,0.673,144.78,215.19,26.93,Controlled Irrigation,36.62,78802.58
Mustard,Assam,Alluvial,Rabi,443.15,617.02,354.52,0.737,70.9,96.21,44.35,Alternate Wetting / Controlled Irrigation,11.22,10794.76
Cabbage,Himachal Pradesh,Alluvial,Rabi,375.91,1333.44,300.73,0.779,60.15,77.23,40.13,Alternate Wetting / Controlled Irrigation,1.06,818.64
Cabbage,Bihar,Alluvial,Rabi,403.15,1311.62,322.52,0.769,64.5,83.87,27.86,Alternate Wetting / Controlled Irrigation,59.53,49927.81
Cabbage,Assam,Alluvial,Rabi,421.31,1506.32,337.05,0.804,67.41,83.84,32.09,Alternate Wetting / Controlled Irrigation,71.22,59710.85
Barley,West Bengal,Alluvial,Rabi,379.43,651.84,303.54,0.703,60.71,86.33,43.94,Alternate Wetting / Controlled Irrigation,51.03,44054.2
Barley,West Bengal,Loamy,Rabi,461.81,1318.47,369.45,0.703,92.36,131.44,26.89,Controlled Irrigation,8.25,10843.8
Millet,Andhra Pradesh,Red,Kharif,481.74,851.99,385.39,0.658,120.44,182.96,28.15,Drip or Sprinkler Irrigation,9.14,16722.54
Maize,Tamil Nadu,Sandy,Rabi,560.5,706.73,448.4,0.833,179.36,215.28,29.55,Drip Irrigation,54.12,116509.54
Sugarcane,Andhra Pradesh,Black,Kharif,1320.94,1776.17,1056.75,0.744,237.77,319.5,34.85,Drip Irrigation,99.29,317231.55
Cotton,Maharashtra,Alluvial,Kharif,821.48,1179.91,657.18,0.668,131.44,196.78,43.07,Alternate Wetting / Controlled Irrigation,13.71,26978.54
Mustard,Uttar Pradesh,Loamy,Rabi,378.53,597.46,302.82,0.737,75.71,102.69,26.37,Controlled Irrigation,14.44,14828.44
Carrot,Kerala,Loamy,Rabi,467.3,458.45,315.26,0.819,152.04,185.66,42.29,Controlled Irrigation,19.54,36277.96
Soybean,Bihar,Black,Kharif,659.02,961.98,527.22,0.777,118.62,152.65,31.06,Drip Irrigation,81.61,124577.66
Cotton,Andhra Pradesh,Alluvial,Kharif,792.84,906.93,634.27,0.887,126.85,143.0,34.36,Alternate Wetting / Controlled Irrigation,77.04,110167.2
Soybean,Punjab,Loamy,Kharif,547.62,811.16,438.1,0.691,109.52,158.59,33.06,Controlled Irrigation,23.36,37046.62
Tomato,Kerala,Alluvial,Rabi,428.22,1732.46,342.57,0.73,68.51,93.83,36.45,Alternate Wetting / Controlled Irrigation,23.68,22218.94
Rice,West Bengal,Clay,Kharif,1178.47,887.2,647.91,0.787,436.28,554.05,16.62,Alternate Wetting and Drying,61.18,338967.79
Onion,Andhra Pradesh,Loamy,Rabi,473.32,466.12,378.66,0.789,94.66,119.96,27.78,Controlled Irrigation,82.51,98979.0
Banana,Kerala,Black,Kharif,1178.98,1023.4,775.13,0.72,380.27,528.38,41.19,Drip Irrigation,7.48,39522.82
Cotton,Jharkhand,Black,Kharif,604.56,1707.3,483.65,0.756,108.82,143.98,25.47,Drip Irrigation,44.83,64546.23
Carrot,Haryana,Loamy,Rabi,316.52,1756.7,253.22,0.818,63.3,77.38,42.37,Controlled Irrigation,99.56,77039.53
Tomato,Karnataka,Loamy,Kharif,487.51,378.51,287.36,0.792,200.15,252.83,26.77,Controlled Irrigation,81.25,205424.38
Soybean,Chhattisgarh,Red,Kharif,731.41,1781.85,585.13,0.726,182.85,251.73,37.92,Drip or Sprinkler Irrigation,6.25,15733.12
Jute,West Bengal,Alluvial,Kharif,654.05,1611.23,523.24,0.809,104.65,129.35,26.8,Alternate Wetting / Controlled Irrigation,69.72,90182.82
